sample;metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotal;truePositivesText;trueNegativesText;falsePositivesText;falseNegativesText;numberOfCodePostsWithThisMetric;runtimeCodeTotal;truePositivesCode;trueNegativesCode;falsePositivesCode;falseNegativesCode
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleJaccard;0.9;79;11032283;121;366;0;92;90;14601326;166;436;0;36
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramJaccardNormalizedPadding;0.5;91;23400781;238;536;7;21;97;34170650;221;509;4;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineThreeShingleNormalizedTermFrequency;0.9;79;24103531;158;365;1;55;96;36176988;195;498;3;27
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramOptimalAlignment;0.6;97;43435790;303;880;9;30;97;299028814;212;509;4;14
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramJaccardNormalizedPadding;0.6;91;23797736;226;538;5;33;97;34850332;217;510;3;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramDice;0.4;93;9731170;263;590;14;10;97;18502345;222;509;4;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramOverlapNormalizedPadding;0.3;91;21660128;254;527;16;5;97;32331295;222;507;6;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramOptimalAlignmentNormalized;0.7;95;42693218;275;821;5;42;97;172269832;214;509;4;12
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleJaccard;0.8;85;11526924;173;454;1;66;93;14053270;194;497;1;24
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramDice;0.7;95;11823396;291;745;8;25;97;18110564;216;510;3;10
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramDiceNormalizedPadding;0.7;91;20932945;236;536;7;23;97;32464389;220;510;3;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleJaccard;0.4;85;11514884;221;447;8;18;93;14693064;206;494;4;12
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramLongestCommonSubsequence;0.3;95;23260811;304;740;13;12;97;121943158;220;509;4;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleDiceNormalized;0.8;79;20755707;176;363;3;37;96;32838894;205;498;3;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramOverlapNormalizedPadding;0.4;91;21165990;254;527;16;5;97;31620626;222;507;6;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;tokenOverlap;0.5;97;7861874;312;865;24;21;97;7937800;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramOverlapNormalizedPadding;0.4;96;25925407;326;866;21;5;97;28325115;222;507;6;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramJaccard;0.3;92;20440009;267;591;13;6;97;30200606;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleJaccard;0.7;85;11511435;188;453;2;51;93;14055345;198;496;2;20
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramOptimalAlignmentNormalized;0.8;92;22965665;202;542;1;57;97;83204285;209;510;3;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramOverlapNormalized;0.7;96;25607472;313;864;23;18;97;27830381;221;507;6;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFourGramNormalizedTermFrequency;0.9;92;34703298;205;541;2;54;97;45932996;209;509;4;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramLongestCommonSubsequenceNormalized;0.6;95;34560880;287;818;8;30;97;119081514;216;509;4;10
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleDiceNormalized;0.4;79;21146909;205;353;13;8;96;32908042;216;497;4;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTokenNormalizedTermFrequency;0.8;97;19372492;304;878;11;29;97;16579223;215;509;4;11
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramOptimalAlignmentNormalized;0.4;96;70544204;319;875;12;12;97;316792791;219;509;4;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;damerauLevenshteinNormalized;0.9;97;667486025;266;886;3;67;97;2118525482;203;512;1;23
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramLongestCommonSubsequence;0.4;92;15619890;260;596;8;13;97;107578041;217;509;4;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeGramDiceNormalized;0.5;95;26806431;310;812;14;7;97;30114891;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleJaccard;0.9;85;11367271;152;455;0;87;93;14136328;185;498;0;33
PostId_VersionCount_SO_Java_17-06_sample_100_2;manhattanTwoGramNormalized;0.7;96;36126048;310;879;8;21;97;35258010;216;509;4;10
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramLongestCommonSubsequenceNormalized;0.9;91;19652655;184;543;0;75;97;58743122;197;511;2;29
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramJaccard;0.8;97;15123639;284;885;4;49;97;19401843;212;510;3;14
PostId_VersionCount_SO_Java_17-06_sample_100_2;optimalAlignment;0.5;97;390039937;316;877;12;17;97;1732486248;219;509;4;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramOptimalAlignment;0.9;95;30124245;240;752;1;76;97;190670648;197;512;1;29
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFourGramNormalizedNormalizedTermFrequency;0.8;91;34812812;225;539;4;34;97;49514134;216;509;4;10
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleDice;0.8;79;10589493;165;363;3;48;90;14091269;181;434;2;21
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramDice;0.8;92;17023519;231;601;3;42;97;26433418;213;510;3;13
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramOverlapNormalized;0.3;91;21100393;255;527;16;4;97;31755113;221;507;6;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramJaccardNormalized;0.8;96;27154964;287;884;3;44;97;28878018;215;510;3;11
PostId_VersionCount_SO_Java_17-06_sample_100_2;tokenOverlap;0.7;97;7760631;305;865;24;28;97;7942485;222;509;4;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleJaccardNormalized;0.3;86;22933150;231;443;13;9;96;31760594;217;497;4;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramDiceNormalized;0.3;96;26425165;330;870;17;1;97;28051155;220;507;6;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramOptimalAlignment;0.3;95;29969725;304;741;12;12;97;192207810;220;509;4;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleJaccardNormalized;0.4;79;21487936;200;357;9;13;96;33362488;215;497;4;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramOverlapNormalizedPadding;0.3;91;21167999;254;527;16;5;97;31472294;222;507;6;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTwoGramNormalizedNormalizedTermFrequency;0.4;96;37627907;328;870;17;3;97;36254630;221;507;6;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramJaccard;0.6;97;15041252;310;879;10;23;97;19565344;219;509;4;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineThreeGramNormalizedBool;0.6;95;44418223;309;813;13;8;97;42960940;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramDiceNormalized;0.4;95;20146509;311;810;16;6;97;24890815;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;manhattanTwoGramNormalized;0.9;96;36240272;274;884;3;57;97;35121584;208;511;2;18
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramDice;0.6;92;17029991;258;595;9;15;97;26576649;221;509;4;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramOverlapNormalizedPadding;0.4;91;22390584;254;527;16;5;97;32963627;222;507;6;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramOptimalAlignmentNormalized;0.6;96;70362921;304;880;7;27;97;316444722;215;509;4;11
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramOverlapNormalized;0.6;91;20610176;253;527;16;6;97;30962918;222;508;5;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTwoShingleNormalizedTermFrequency;0.4;86;25930837;232;442;14;8;96;34554280;215;496;5;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;longestCommonSubsequenceNormalized;0.4;97;219009000;323;876;13;10;97;985234626;221;509;4;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramOptimalAlignmentNormalized;0.7;91;27386252;219;540;3;40;97;117335457;213;509;4;13
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFourGramNormalizedTermFrequency;0.5;91;34527818;253;529;14;6;97;45925789;224;509;4;2
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramJaccardNormalized;0.8;91;23080551;203;542;1;56;97;33904858;209;510;3;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTwoShingleNormalizedBool;0.4;87;25920478;234;441;15;6;96;34556726;216;496;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleOverlap;0.9;79;10709283;167;356;10;46;90;14273879;181;434;2;21
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramJaccardNormalized;0.7;96;21982368;299;881;6;32;97;28898767;217;510;3;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFiveGramNormalizedTermFrequency;0.4;91;35683393;253;529;14;6;97;48264523;224;509;4;2
PostId_VersionCount_SO_Java_17-06_sample_100_2;manhattanThreeGramNormalized;0.9;95;43179572;259;823;3;58;97;42467446;207;511;2;19
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleJaccardNormalized;0.6;86;23578905;209;450;6;31;96;31543919;211;498;3;11
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramOverlap;0.9;92;9592118;245;592;12;28;97;18313108;214;510;3;12
PostId_VersionCount_SO_Java_17-06_sample_100_2;damerauLevenshtein;0.7;97;657479388;295;883;6;38;97;2751654808;212;509;4;14
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleOverlap;0.6;85;11124974;228;440;15;11;93;13833175;209;495;3;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramJaccardNormalized;0.9;91;14772591;176;543;0;83;97;24315431;198;512;1;28
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramOptimalAlignment;0.5;95;29707798;294;745;8;22;97;190169562;215;509;4;11
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramDice;0.4;92;17296456;267;590;14;6;97;26893303;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTokenNormalizedNormalizedTermFrequency;0.8;97;19404842;300;878;11;33;97;16247715;215;511;2;11
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeGramDice;0.8;97;21182265;297;882;7;36;97;24356698;217;510;3;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeGramJaccardNormalizedPadding;0.4;95;30307898;308;813;13;9;97;32615266;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeGramOverlapNormalized;0.3;95;27116707;298;802;24;19;97;30286298;221;507;6;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramOverlap;0.5;97;14575363;327;869;20;6;97;21981160;218;505;8;8
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramDiceNormalizedPadding;0.6;96;25578005;323;874;13;8;97;28442932;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleDice;0.5;85;11012925;225;444;11;14;93;13870588;209;494;4;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramDiceNormalized;0.9;96;20879207;278;885;2;53;97;24757454;214;510;3;12
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramOverlap;0.6;95;12104737;308;737;16;8;97;18365446;223;509;4;3
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramOverlapNormalized;0.6;91;15181782;252;528;15;7;97;24545172;221;507;6;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramLongestCommonSubsequenceNormalized;0.8;91;22467483;206;542;1;53;97;79846667;209;510;3;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramJaccardNormalized;0.7;91;15164509;215;540;3;44;97;24785821;213;510;3;13
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramJaccardNormalizedPadding;0.5;91;27009283;237;536;7;22;97;35190343;220;509;4;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramDiceNormalized;0.7;92;20165753;237;536;7;22;97;30618594;219;510;3;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramDiceNormalized;0.3;92;20918753;256;528;15;3;97;31681725;222;508;5;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTwoGramNormalizedTermFrequency;0.8;96;36933786;317;875;12;14;97;35723412;219;509;4;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramOptimalAlignmentNormalized;0.9;96;70233510;260;885;2;71;97;317409252;200;511;2;26
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramDiceNormalized;0.3;91;14913952;254;528;15;5;97;24648166;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramLongestCommonSubsequence;0.5;92;15622414;254;597;7;19;97;107524151;215;509;4;11
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramDiceNormalized;0.4;91;14574799;249;530;13;10;97;24279387;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramLongestCommonSubsequenceNormalized;0.7;95;34462156;276;821;5;41;97;117173551;214;509;4;12
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramJaccardNormalizedPadding;0.8;91;23275804;202;542;1;57;97;33831363;209;510;3;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeGramJaccardNormalizedPadding;0.8;95;30081339;259;823;3;58;97;32334314;212;510;3;14
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleOverlap;0.3;79;11030976;206;351;15;7;90;14399001;198;433;3;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramDiceNormalizedPadding;0.3;91;21403604;256;528;15;3;97;32176025;222;508;5;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramDice;0.4;95;20660111;309;738;15;7;97;25728224;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramOverlapNormalized;0.7;91;15746483;249;529;14;10;97;24647949;221;507;6;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramDiceNormalized;0.5;96;25140671;326;871;16;5;97;27814916;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;optimalAlignment;0.9;97;388150018;265;886;3;68;97;1731513079;200;512;1;26
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleOverlap;0.4;85;11207761;231;439;16;8;93;13928417;214;495;3;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;levenshteinNormalized;0.8;97;113030738;276;884;5;57;97;553837595;212;510;3;14
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramDiceNormalized;0.9;91;20329302;198;542;1;61;97;31207300;209;510;3;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeGramDiceNormalized;0.9;95;26578772;259;823;3;58;97;29762358;209;510;3;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramOverlapNormalized;0.8;91;14647076;241;529;14;18;97;24152480;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramOverlap;0.8;92;17279002;259;588;16;14;97;26731395;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleDiceNormalized;0.3;86;22443257;236;441;15;4;96;31281341;216;496;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramDiceNormalizedPadding;0.6;91;20930407;247;534;9;12;97;31526347;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramOverlap;0.6;92;9743403;261;589;15;12;97;18484567;222;510;3;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramJaccard;0.4;97;21085267;326;873;16;7;97;24010893;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramOptimalAlignmentNormalized;0.9;95;42780313;240;824;2;77;97;171364656;199;512;1;27
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTwoGramNormalizedBool;0.7;96;37091870;321;875;12;10;97;35735415;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFiveGramNormalizedBool;0.4;91;35750326;255;528;15;4;97;48301342;222;508;5;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;optimalAlignmentNormalized;0.5;97;395195129;317;877;12;16;97;1249129048;218;509;4;8
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeGramOverlapNormalizedPadding;0.3;95;27665723;311;807;19;6;97;31049056;222;507;6;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramOverlap;0.5;92;17436987;267;588;16;6;97;26944387;222;508;5;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramJaccard;0.9;95;24088622;232;752;1;84;97;28399505;202;512;1;24
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleOverlap;0.5;85;11277738;229;439;16;10;93;13891277;213;495;3;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramDice;0.5;97;14705859;326;872;17;7;97;20563720;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFourGramNormalizedBool;0.5;91;34587030;253;529;14;6;97;46325857;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramLongestCommonSubsequenceNormalized;0.8;95;34571628;262;823;3;55;97;119985912;209;511;2;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;tokenJaccard;0.8;97;7964958;261;886;3;72;97;7893706;202;512;1;24
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramJaccardNormalized;0.8;91;15136698;199;542;1;60;97;24667656;206;510;3;20
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFiveGramNormalizedNormalizedTermFrequency;0.5;91;36162409;251;530;13;8;97;48853261;222;508;5;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramOverlap;0.9;97;13800690;308;871;18;25;97;18548348;217;509;4;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleJaccardNormalized;0.9;87;22666504;172;456;0;68;96;31337356;192;501;0;30
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleDice;0.8;85;10791970;192;452;3;47;93;13643163;199;496;2;19
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTwoShingleNormalizedBool;0.3;87;26036175;237;441;15;3;97;35129938;218;496;5;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramDiceNormalized;0.9;91;20183033;203;542;1;56;97;30569631;209;510;3;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramOverlapNormalizedPadding;0.5;96;26001617;326;868;19;5;97;28184257;222;507;6;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramJaccardNormalized;0.4;91;22919124;249;533;10;10;97;33652472;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramDiceNormalized;0.3;96;21423259;328;870;17;3;97;25671742;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;tokenJaccardNormalized;0.3;94;30439195;307;737;14;7;97;33136114;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleJaccardNormalized;0.5;79;21618123;191;358;8;22;96;33797470;213;497;4;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleOverlapNormalized;0.9;86;22247926;220;440;16;20;96;31019455;209;496;5;13
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTwoGramNormalizedBool;0.9;96;37886600;285;884;3;46;97;35734890;213;510;3;13
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFourGramNormalizedTermFrequency;0.8;91;34335293;230;537;6;29;97;45837795;214;509;4;12
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTwoGramNormalizedBool;0.8;96;36877672;308;877;10;23;97;35735698;218;509;4;8
PostId_VersionCount_SO_Java_17-06_sample_100_2;manhattanFiveGramNormalized;0.7;91;34706426;234;538;5;25;97;47186201;216;509;4;10
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramDice;0.8;92;9416819;236;602;2;37;97;18136101;212;510;3;14
PostId_VersionCount_SO_Java_17-06_sample_100_2;manhattanTwoShingleNormalized;0.5;86;25688850;229;445;11;11;96;34199529;217;497;4;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramJaccardNormalizedPadding;0.4;96;28732296;324;873;14;7;97;29671483;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleDice;0.5;79;10772951;196;356;10;17;90;14278832;189;432;4;13
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramLongestCommonSubsequenceNormalized;0.6;91;19867308;228;538;5;31;97;59173206;215;509;4;11
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleOverlap;0.5;80;11058921;203;351;15;10;90;15238223;193;433;3;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;manhattanTwoShingleNormalized;0.8;87;25552539;202;453;3;38;96;33958575;209;497;4;13
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFiveGramNormalizedBool;0.8;91;35311923;220;540;3;39;97;48121157;216;510;3;10
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramDice;0.3;92;17267473;270;589;15;3;97;26923307;222;508;5;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFourGramNormalizedBool;0.8;91;34309204;220;540;3;39;97;45785003;217;510;3;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramJaccardNormalized;0.3;96;27314963;328;870;17;3;97;29501138;221;508;5;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramOptimalAlignment;0.7;95;29632468;271;749;4;45;97;190452813;211;510;3;15
PostId_VersionCount_SO_Java_17-06_sample_100_2;threeShingleJaccard;0.5;79;11521342;181;359;7;32;90;14783461;187;433;3;15
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFourGramNormalizedNormalizedTermFrequency;0.7;91;34551814;239;534;9;20;97;46068949;219;508;5;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFiveGramNormalizedBool;0.5;91;35551252;251;530;13;8;97;48497483;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramJaccardNormalized;0.9;96;27088093;264;885;2;67;97;28940475;207;512;1;19
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramJaccard;0.6;97;14368808;303;879;10;30;97;20647870;217;510;3;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineThreeShingleNormalizedBool;0.9;79;24053918;158;365;1;55;96;36277319;197;500;1;25
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramJaccardNormalized;0.7;92;15157956;212;540;3;47;97;24675152;212;510;3;14
PostId_VersionCount_SO_Java_17-06_sample_100_2;manhattanFiveGramNormalized;0.6;91;35252020;243;535;8;16;97;47019446;220;509;4;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramOverlap;0.3;97;14699878;326;867;22;7;97;19048780;217;504;9;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineFourGramNormalizedBool;0.3;91;34865547;256;528;15;3;97;46051992;222;508;5;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramOptimalAlignmentNormalized;0.8;95;42881945;261;823;3;56;97;171728065;209;511;2;17
PostId_VersionCount_SO_Java_17-06_sample_100_2;fourGramJaccardNormalizedPadding;0.9;92;23207780;185;543;0;74;97;33669755;200;512;1;26
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTokenNormalizedBool;0.6;97;19512235;323;874;15;10;97;19604214;220;509;4;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramOptimalAlignmentNormalized;0.3;92;27545870;248;532;11;11;97;117882416;219;509;4;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;manhattanFiveGramNormalized;0.4;91;34689232;253;530;13;6;97;47174660;219;508;5;7
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFourGramLongestCommonSubsequence;0.6;95;23265196;288;747;6;28;97;121908333;215;509;4;11
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramOptimalAlignment;0.3;97;44091874;322;874;15;11;97;298570718;220;509;4;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleJaccard;0.3;85;11653517;225;444;11;14;93;14394483;210;494;4;8
PostId_VersionCount_SO_Java_17-06_sample_100_2;tokenDiceNormalized;0.6;94;26835868;301;742;9;13;97;30324732;220;508;5;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramLongestCommonSubsequence;0.7;97;32138731;290;883;6;43;97;187281149;211;510;3;15
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramOverlapNormalized;0.5;91;20968171;253;527;16;6;97;31669265;221;507;6;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;cosineTwoGramNormalizedBool;0.3;96;37331847;330;869;18;1;97;36169331;218;505;8;8
PostId_VersionCount_SO_Java_17-06_sample_100_2;levenshtein;0.6;97;108287731;307;880;9;26;97;897672520;214;509;4;12
PostId_VersionCount_SO_Java_17-06_sample_100_2;manhattanFiveGramNormalized;0.9;91;34389395;198;542;1;61;97;46938639;204;511;2;22
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleOverlapNormalized;0.4;86;22699908;236;440;16;4;96;31425833;219;496;5;3
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoGramOverlap;0.4;97;19363486;316;863;26;17;97;22519163;222;507;6;4
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramJaccard;0.4;92;20172629;260;595;9;13;97;30038181;221;509;4;5
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingFiveGramOptimalAlignment;0.7;92;19256442;230;601;3;43;97;169748917;211;510;3;15
PostId_VersionCount_SO_Java_17-06_sample_100_2;twoShingleDice;0.7;85;10870066;208;448;7;31;93;13660232;203;496;2;15
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramOptimalAlignmentNormalized;0.5;96;70304638;313;878;9;18;97;316052726;216;509;4;10
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramLongestCommonSubsequenceNormalized;0.3;95;34712070;308;812;14;9;97;117359775;220;509;4;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;fiveGramJaccard;0.5;92;20278083;251;597;7;22;97;29930968;220;509;4;6
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingTwoGramOverlapNormalized;0.5;96;21710545;323;867;20;8;97;25543899;217;505;8;9
PostId_VersionCount_SO_Java_17-06_sample_100_2;winnowingThreeGramOverlapNormalized;0.6;95;20256966;313;809;17;4;97;25025718;218;506;7;8
